Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 {built-in method h5py.h5.get_config}
        1    0.000    0.000    0.000    0.000 sharedstrings.py:114(SharedStringTable)
        1    0.000    0.000    0.000    0.000 backend.py:1906(GetCipherByName)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.Status_swigregister}
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Kernel)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AttrMetadata_swigregister}
        1    0.000    0.000    0.000    0.000 export.py:243(SupervisedInputReceiver)
        1    0.000    0.000    0.000    0.000 base.py:485(_reset_identity)
        1    0.000    0.000    0.000    0.000 packers.py:730(Unpacker)
        1    0.000    0.000    0.000    0.000 training.py:171(EvalSpec)
        1    0.000    0.000    0.000    0.000 node_util.py:129(ExplicitNodeVisitor)
        1    0.000    0.000    0.000    0.000 base.py:165(_RegionProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:1053(__Full)
        1    0.000    0.000    0.000    0.000 tfexample_decoder.py:460(TFExampleDecoder)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:519(WhitespaceSeparatedListParser)
        1    0.000    0.000    0.000    0.000 descriptor.py:672(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 input_pipeline.py:502(TFExampleReader)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:109(Analyzer)
        1    0.000    0.000    0.000    0.000 attention_wrapper.py:869(LuongMonotonicAttention)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__git_version___swigconstant}
        1    0.000    0.000    0.000    0.000 constraints.py:118(MinMaxNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:274(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 constraint.py:82(ValueRangeConstraint)
        1    0.000    0.000    0.000    0.000 calendar.py:499(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 attention_wrapper.py:969(AttentionWrapperState)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        3    0.000    0.000    0.000    0.000 expr.py:207(disallow)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 feature_keys.py:71(SavedModelLabels)
        1    0.000    0.000    0.000    0.000 synchronize.py:160(Lock)
        1    0.000    0.000    0.000    0.000 case.py:180(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 metrics_impl.py:363(Accuracy)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 format.py:289(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 op_hint.py:577(_LiteFuncCall)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.ServerInterface_swigregister}
        1    0.000    0.000    0.000    0.000 __init__.py:899(subscribe)
        1    0.000    0.000    0.000    0.000 _internal.py:899(recursive)
        1    0.000    0.000    0.000    0.000 mmal.py:1594(MMAL_PARAMETER_VIDEO_LEVEL_EXTENSION_T)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:42(BaseLinearOperatorIdentity)
        1    0.000    0.000    0.000    0.000 generic_utils.py:290(Progbar)
        1    0.000    0.000    0.000    0.000 nn_ops.py:113(_NonAtrousConvolution)
        1    0.000    0.000    0.000    0.000 format.py:2329(Timedelta64Formatter)
        3    0.000    0.000    0.000    0.000 mock.py:248(__init__)
        1    0.000    0.000    0.000    0.000 config.py:588(_translate_key)
        1    0.000    0.000    0.000    0.000 metrics_impl.py:403(CategoricalAccuracy)
        1    0.000    0.000    0.000    0.000 gce_cluster_resolver.py:33(GceClusterResolver)
        4    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 mmalobj.py:2509(MMALImageEncoder)
        1    0.000    0.000    0.000    0.000 expressions.py:67(Context)
        1    0.000    0.000    0.000    0.000 image_ops_impl.py:933(ResizeMethod)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        1    0.000    0.000    0.000    0.000 dynamic_rnn_estimator.py:547(DynamicRnnEstimator)
        1    0.000    0.000    0.000    0.000 feature_column.py:2184(_LazyBuilder)
        1    0.000    0.000    0.000    0.000 modes.py:48(ModeWithAuthenticationTag)
        1    0.000    0.000    0.000    0.000 offsets.py:925(BusinessHour)
        8    0.000    0.000    0.000    0.000 __init__.py:228(u)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 pyparsing.py:3847(OneOrMore)
        1    0.000    0.000    0.000    0.000 optimizers.py:344(Adadelta)
        1    0.000    0.000    0.000    0.000 arpack.py:596(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 cudnn_rnn.py:562(CudnnGRU)
        1    0.000    0.000    0.000    0.000 argparse.py:743(Action)
        1    0.000    0.000    0.000    0.000 dis.py:166(Instruction)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2529(MMALVideoDecoder)
        2    0.000    0.000    0.000    0.000 rcsetup.py:134(validate_bool_maybe_none)
        1    0.000    0.000    0.000    0.000 specs_lib.py:141(Function)
        1    0.000    0.000    0.000    0.000 rnn.py:491(RNNEstimator)
        2    0.000    0.000    0.000    0.000 toco_flags_pb2.py:5(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 camera.py:297(<dictcomp>)
        1    0.000    0.000    0.000    0.000 specs.py:124(LocalImport)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 mmal.py:468(MMAL_PARAMETER_CHANGE_EVENT_REQUEST_T)
        2    0.000    0.000    0.000    0.000 encoder.py:126(_SimpleSizer)
        1    0.000    0.000    0.000    0.000 base_layer.py:1668(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(__init__)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 saver.py:116(Saver)
        1    0.000    0.000    0.000    0.000 _flag.py:335(EnumClassFlag)
        2    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2541(MMALImageDecoder)
        1    0.000    0.000    0.000    0.000 base.py:60(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:682(StrongHashSpec)
        1    0.000    0.000    0.000    0.000 attention_wrapper.py:348(LuongAttention)
        1    0.000    0.000    0.000    0.000 parse.py:246(SplitResult)
        1    0.000    0.000    0.000    0.000 estimators.py:389(StateSpaceRegressor)
        1    0.000    0.000    0.000    0.000 __init__.py:2144(<listcomp>)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 __init__.py:372(OrderedDefaultdict)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:236(DNNLinearCombinedClassifier)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 loss_scale_manager.py:73(FixedLossScaleManager)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_RESOURCE_EXHAUSTED_swigconstant}
        1    0.000    0.000    0.000    0.000 mmal.py:1772(MMAL_PARAMETER_STRING_T)
        1    0.000    0.000    0.000    0.000 expressions.py:50(Expression)
        1    0.000    0.000    0.000    0.000 sysconfig.py:51(_python_build)
        1    0.000    0.000    0.000    0.000 converter.py:132(PeriodConverter)
        1    0.000    0.000    0.000    0.000 head.py:280(OneShotPredictionHead)
        1    0.000    0.000    0.000    0.000 decoder.py:29(AbstractConstructedDecoder)
        1    0.000    0.000    0.000    0.000 format.py:1609(ExcelCell)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:607(RandomShuffleQueue)
        1    0.000    0.000    0.000    0.000 bigtable_api.py:604(_BigtablePrefixKeyDataset)
        1    0.000    0.000    0.000    0.000 values.py:703(PerDeviceDataset)
        1    0.000    0.000    0.000    0.000 mmal.py:485(MMAL_PARAMETER_SEEK_T)
        1    0.000    0.000    0.000    0.000 mmal.py:1748(MMAL_PARAMETER_UINT32_T)
        1    0.000    0.000    0.000    0.000 tpu_config.py:39(InputPipelineConfig)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 input_pipeline.py:564(WholeDatasetInputFn)
        1    0.000    0.000    0.000    0.000 errors_impl.py:207(UnknownError)
        1    0.000    0.000    0.000    0.000 mmal.py:1760(MMAL_PARAMETER_RATIONAL_T)
        1    0.000    0.000    0.000    0.000 ticker.py:1050(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_SHAPE_swigconstant}
        1    0.000    0.000    0.000    0.000 display.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 errors_impl.py:186(CancelledError)
        1    0.000    0.000    0.000    0.000 renderers.py:538(PiNullSink)
        1    0.000    0.000    0.000    0.000 nadam_optimizer.py:28(NadamOptimizer)
        1    0.000    0.000    0.000    0.000 distribute_config.py:24(DistributeConfig)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 mmal.py:374(MMAL_CLOCK_DISCONT_THRESHOLD_T)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RegisterResourceVariableType}
        1    0.000    0.000    0.000    0.000 _util.py:128(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 qual_names.py:50(NumberLiteral)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 mmal.py:76(MMAL_BOOL_T)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2276(RecordInput)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 argparse.py:1532(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 mmal.py:462(MMAL_PARAMETER_HEADER_T)
        1    0.000    0.000    0.000    0.000 bcm_host.py:315(VC_DISPMANX_ALPHA_T)
        1    0.000    0.000    0.000    0.000 csv.py:53(excel)
        1    0.000    0.000    0.000    0.000 argparse.py:834(_StoreAction)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:159(UnsharpMask)
        1    0.000    0.000    0.000    0.000 merge.py:950(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 io_ops.py:413(TFRecordReader)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:354(EnumClassParser)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:66(_Saveable)
        1    0.000    0.000    0.000    0.000 indexing.py:1716(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 mmal.py:523(MMAL_PARAMETER_MEM_USAGE_T)
        1    0.000    0.000    0.000    0.000 return_statements.py:240(DetectReturnInConditional)
        5    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        2    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.PyExceptionRegistry_swigregister}
        1    0.000    0.000    0.000    0.000 linear_operator_addition.py:337(_AddAndReturnTriL)
        3    0.000    0.000    0.000    0.000 encoder.py:184(_FixedSizer)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 debug.py:98(Scope)
        1    0.000    0.000    0.000    0.000 io_ops.py:370(FixedLengthRecordReader)
        1    0.000    0.000    0.000    0.000 writers.py:28(TFRecordWriter)
        1    0.000    0.000    0.000    0.000 core.py:36(_NotOkStatusException)
        1    0.000    0.000    0.000    0.000 input_layer.py:30(InputLayer)
        2    0.000    0.000    0.000    0.000 _onenormest.py:109(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GCluster_swigregister}
        3    0.000    0.000    0.000    0.000 context.py:195(get_start_method)
        1    0.000    0.000    0.000    0.000 packers.py:714(Packer)
        1    0.000    0.000    0.000    0.000 mmal.py:386(MMAL_CLOCK_BUFFER_INFO_T)
        1    0.000    0.000    0.000    0.000 encoder.py:378(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 ticker.py:1130(LogitFormatter)
        1    0.000    0.000    0.000    0.000 slices.py:28(SliceTransformer)
        1    0.000    0.000    0.000    0.000 metrics_impl.py:447(BinaryAccuracy)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:145(GaussianBlur)
        1    0.000    0.000    0.000    0.000 kmeans.py:84(_InitializeClustersHook)
        1    0.000    0.000    0.000    0.000 io_ops.py:340(TextLineReader)
        1    0.000    0.000    0.000    0.000 feature_column.py:178(_DeepEmbeddingLookupArguments)
        1    0.000    0.000    0.000    0.000 pooling.py:27(AveragePooling1D)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 lock_util.py:116(_Context)
        1    0.000    0.000    0.000    0.000 ast_util.py:29(CleanCopier)
        1    0.000    0.000    0.000    0.000 mmal.py:94(MMAL_CORE_PORT_STATISTICS_T)
        1    0.000    0.000    0.000    0.000 c_api_util.py:55(ScopedTFImportGraphDefOptions)
        1    0.000    0.000    0.000    0.000 arpack.py:308(_ArpackParams)
        1    0.000    0.000    0.000    0.000 mmal.py:1509(MMAL_PARAMETER_VIDEO_PROFILE_S)
        1    0.000    0.000    0.000    0.000 training.py:1044(_ContinuousEvalListener)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:624(SimpleCookie)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TENSOR_HANDLE_KEY_swigconstant}
        1    0.000    0.000    0.000    0.000 io_ops.py:469(IdentityReader)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:39(_ArgumentParserCache)
        1    0.000    0.000    0.000    0.000 dh.py:122(DHParametersWithSerialization)
        2    0.000    0.000    0.000    0.000 rcsetup.py:202(validate_dpi)
